               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,             0.01588,           0.0097879,           0.0032659,             0.93097,             0.92264,             0.96211,             0.85047,            0.023881,            0.004937,            0.011138,           0.0071686,           0.0071686,           0.0071686
                 145,            0.014689,           0.0091687,           0.0028059,             0.95848,             0.92591,             0.97184,             0.86952,            0.022253,           0.0047414,            0.011909,           0.0071488,           0.0071488,           0.0071488
                 146,            0.014474,           0.0091993,            0.002924,             0.91989,             0.84784,             0.93246,             0.82456,            0.025642,            0.005601,            0.022576,            0.007129,            0.007129,            0.007129
                 147,            0.015844,           0.0096208,           0.0026321,             0.96494,             0.89892,             0.96186,             0.85161,            0.028484,            0.005537,            0.019685,           0.0071092,           0.0071092,           0.0071092
                 148,            0.014954,           0.0091501,           0.0028532,             0.94845,             0.94483,             0.97266,             0.86163,            0.025127,           0.0050045,            0.022358,           0.0070894,           0.0070894,           0.0070894
                 149,            0.014366,           0.0095802,           0.0024879,             0.96202,             0.94005,             0.97179,              0.8603,            0.024552,           0.0050466,            0.011408,           0.0070696,           0.0070696,           0.0070696
                 150,            0.014424,           0.0094371,            0.002527,             0.96551,             0.95289,             0.97655,             0.87381,            0.023793,           0.0047623,            0.017303,           0.0070498,           0.0070498,           0.0070498
                 151,             0.01433,           0.0094265,           0.0027618,             0.96528,             0.94857,             0.96993,             0.86286,            0.022674,           0.0048186,            0.017779,             0.00703,             0.00703,             0.00703
                 152,            0.014615,           0.0089732,           0.0028136,             0.91859,             0.85497,              0.9447,             0.84913,            0.024567,           0.0048974,            0.016693,           0.0070102,           0.0070102,           0.0070102
                 153,             0.01509,           0.0097784,           0.0032343,             0.95952,             0.89567,              0.9691,             0.87317,            0.026161,             0.00481,            0.018381,           0.0069904,           0.0069904,           0.0069904
                 154,            0.014598,           0.0092476,            0.003376,             0.96284,             0.92131,             0.97699,             0.85832,            0.027172,           0.0050623,             0.01147,           0.0069706,           0.0069706,           0.0069706
                 155,            0.015508,           0.0092914,            0.002593,             0.92085,             0.92845,             0.96098,             0.86673,            0.025682,           0.0045594,           0.0099419,           0.0069508,           0.0069508,           0.0069508
                 156,            0.014021,           0.0092484,           0.0028719,             0.94485,             0.93291,              0.9707,             0.86367,            0.026621,           0.0046509,            0.010099,            0.006931,            0.006931,            0.006931
